Id_pelicula,Puntuacion_imdb,Puntuacion_rotten,Directores,Guionistas,Argumento,Duracion,Nombre_pelicula
tt12157352,,,,,,,Jonesy
tt3510992,,,Craig Maclachlan,Duncan Airlie James,"Glory Hunter is a short film about one man's quest for glory, the value of true friendship and the discovery that not everyone who is on his side, is as they seem.",,Glory Hunter
tt2069914,,25,,,,,Shades of Grey
tt5047828,6.9,,Spencer Estabrooks,Phil Burke,"A naïve young paladin with a prophesy, a drunken wizard, a barbarian, and a greedy rogue team up with a hesitant druid and a ranger to defeat an evil necromancer and a lich.",,Legend of the Lich Lord
tt2504404,7.3,,Jim Taihuttu,Jim Taihuttu,A promising kickboxer struggles to resist the temptations of a life of crime.,122.0,Wolf
tt26773537,7.9,,Roshfaizal Ariffin,Sumie Azil,"With his best friends by his wings, a chirpy chicken leaves home for an exciting adventure to help his village elders find some magical medicine.",,Didi & Friends the Movie
tt32082435,,,,,,,A Broken Drumstick Makes Two
tt2002744,,,,,,,Just Shoot Me
tt18249708,,,Irfan Shaikh,Pallavi Singh,"First interaction The story is about two strangers who met first time at their first night of weding. The first conversation between two strenger is that funny, what is about to look forword to.. they talk about their experiences and what brides friends and parents teach her... the story is about the chemistry of a husband and wife who doesn't know each other and the ... Leer todo",,First Interaction
tt6342502,5.6,,Alexander Roman,Alexander Roman,"Inspired by the James Bond & Harry Palmer 1960's movies, ""Quinn"" is a short film about an MI6 Agent who has fled to Havana after the death of his lover, a Russian KGB Agent.",,Quinn
tt3255626,,,,,,,Ririka
tt3726142,,,,,,,Eat Mistreat Repeat
tt7925448,,5,Robert Milar,Robert Milar,,,Polvos de Talco
tt1928275,,,,,,,Sunday: Episode 1
tt1998394,5.4,,John De Luca,John De Luca,This is the story of two male prostitutes who want to become professional actors and how they struggle to get into show business.,110.0,Glamour Dolls
tt2070859,5.7,,Carlo Ortu,Carlo Ortu,The last man on earth decides to take some drastic action.,,The Last Man on Earth
tt3558668,,,Angus Mullane,Angus Mullane,,,The One That Got Away
tt1247681,3.3,,Jordi Llompart,Jordi Llompart,A young girl named Jana takes a magical journey to Africa.,90.0,Magic Journey to Africa
tt4531008,,,,,,,The Cokehead
tt3463266,8.3,,,,,,Odessa
tt2449938,,,Michael J. Marino,Michael J. Marino,"Obsessed with reclaiming his title as 'high school hero', a teenager hatches a plan to corrupt a newly reformed bully and take the school by force, with disastrous results.",,Glory Days
tt4769004,,,,,,,The Impossible
tt11879020,,92,,,,,Dreameater
tt9739130,,,Em Smith,Ralph Mathers,,,No Man is an Island
tt1787973,6.9,,Henrique Cirne-Lima,Ginger Valdez,"A documentary film focusing on a trans gender, youth beauty pageant, taking place in Chicago's Humboldt Park neighborhood. Characters offer a glimpse of their lifestyle as they prepare to compete against each other.",,I Am the Queen
tt27201624,,,Saulo Aroca,Saulo Aroca,,,ON/E
tt3259282,,,,,,,Monday Night on Friday Hill
tt5046500,5.3,,Nicholas Kharkongor,Rajat Kapoor,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,,Mantra
tt6928062,,,,,,,Deadly Care
tt2991368,4.5,,Marcus Shakesheff,Catherine Maher,"Evan Reed is an ex M.I.6 agent who has become a mercenary for hire. Evan is hired by Cabinet Minister David Markham to steal files containing incriminating evidence linking the MP with weapons contractors. After the mission Markham loses his nerve and orders the kidnap of Evan's pregnant girlfriend Jess. Evan is forced to fight his way through agents, thugs and a smal... Leer todo",91.0,Kamikaze
tt5840502,,80,,,,,Silly Death Songs
tt1964734,,,Geoff Crittenden,Geoff Crittenden,"A savvy cat burglar gets double-crossed by his partner, but the game is not over just yet.",,Getaway Clean
tt7779590,6.5,100,Valeria Golino,Francesca Marciano,A difficult situation gives two distant brothers the opportunity to get to know each other deeply.,115.0,Euforia
tt2061633,7.0,,Alexander MacKenzie,Alexander MacKenzie,A story of a teenage girl's battle against substance abuse and the long road to redemption. Winner of 10 independent film awards.,,Dancing on the Edge
tt4722784,,,,,,,Dating for Superheroes
tt10045036,,,Matt Szakal,Matt Szakal,"On the anniversary of his girlfriend's death, the troubled lead singer of a hardcore band is beset by another major life change that causes his mental health to deteriorate further, leading him to lose sight of what's real and what isn't.",,An Assault on the Senses
tt8488716,8.3,100,Mariam Al Ferjani,Mariam Al Ferjani,"Donia, her brother Yahya, Ali and Ibrahim are celebrating Donia's last night in Tunis before she leaves to study in France. They end up on a beach smoking joints. When they wake up at dawn, Yahya disappeared.",,Omertà
tt3773844,,,,,,,Gloaming Almost Invisible
tt14979412,,,Jack Prabhu,Jack Prabhu,A 4-chapter anthology of 7 couples in one broad backdrop - the first night of marriage.,,First Nights
tt21378768,7.8,100,Ahmed Yassin Aldaradji,Ahmed Yassin Aldaradji,"When a young Iraqi rubbish picker rescues an American sex doll from the Baghdad dumps, he crosses into a perilous red zone, where friends become enemies and nothing is certain in an explosive mix of love, war and madness.",117.0,Janain mualaqa
tt2659950,,,Rani Deighe Crowe,Rani Deighe Crowe,A dark comedy in which a young girl getting 'fixed' at the hairdresser gets more than her hair cut.,,Beautiful Eyes
tt3741368,,,Shannon Joy Madden,Shannon Joy Madden,Drunk Carl wanders into the wrong support group and finds himself among a whole different breed of dysfunctional adults: actors.,,Supporting
tt3358808,8.1,,Frank Maters,Frank Maters,"Mike is the type of person 'what does not have to be done today, can be done tomorrow' and therefore has already lost many of his friends, girlfriend and family. When he is called by his father with the news that his mother is dying, he seems to realize the big mess he made of his own life. Mike makes the choice to pick up where it all went wrong, but isn't it too lat... Leer todo",,Limbo de film
tt2649118,,,,,,,The Birthday
tt3775568,,,,,,,Suicide Mission
tt14450384,,100,,,,,Insaciable
tt2934376,,,,,,,Call Waiting
tt12860956,,,Juan Pablo Martínez,Martina Gusmán,,,Lucía
tt3570664,,,Luka Pascalicchio,Dylan Comay,"An apocalyptic world, underground in a shelter. Allen, a man with a free will measuring machine, is determined to find someone who can score over 8%, conflicting with his sister's pressure to come out and help the community. By chance, she's brought a mentally challenged patient with her this time. Allen understands only the insane can display true free will, and when... Leer todo",,Chimera
tt31042103,,83,Patrícia Niedermeier,,,,Porque Não?
tt9607174,9.4,100,Russell Jenkins,Russell Jenkins,Damien is a factory worker who yearns to be a classical violinist. But his social anxiety and fear of rejection by his masculine mates keeps his dreams out of reach.,,Reticent
tt3793274,,,Stefanie Black,Matthew Post,"The Firefly Catcher examines the cycle of life through the relationship between a young woman, Madelyn and her aging father, Georgie. Georgie is struggling with an early on-set of Dementia due to head trauma. The story is a glimpse into Madelyn's sacrifice and tribulations as she struggles to care for her father and accept his illness. That turning point in life, wher... Leer todo",,The Firefly Catcher
tt2949874,6.0,95,Ayyappa P. Sharma,Ayyappa P. Sharma,"A revenge story, but with a twist. Hari and Siri are in love. Hari's elder brother, Varadanayaka is a tough man and an honest police officer. Will his work and the enemies he makes, especially Section Shankar, impact the lives of his family?",,Varadanayaka
tt3593704,,,,,,,Tellerrand
tt1855116,5.3,,Michel Massicotte,Michel Massicotte,"The early 1980s: Captain Black, of the Canadian Air Command, is in charge of an exchange program between 6 ambassadors from Earth and multiple races of extraterrestrial beings. Flash forward to the near future. Information about the program is being leaked, and the now Colonel Black will stop at nothing to maintain secrecy, to find and capture the hybrid child produce... Leer todo",,6 for 7
tt28782545,8.9,,Swarup Ghosh,Nisar Akhtar,A cop story of revenge and how he tries to purify the police system in Purvanchal .,,The Purvanchal Files
tt2566772,,,,,,,Stanndi
tt6333342,3.1,,François Uzan,François Uzan,"Since he retired, Serge suffers from a bad case of nostalgia. When he finds a disposable camera lost during the family trip to Italy in 1989, he decides to have it processed as a surprise for his wife and kids. But this « photo bomb » might blow up in his face.",,Pochette surprise
tt14244962,,,Jake Schick,Jake Schick,,,A Tour of America With the Best Artist in the World
tt6746534,2.6,,Artyom Aksenenko,Aleksey Frenkel,"The four champions of justice started their mission to cleanse the city from various evils. It all goes well, till they meet a man with a vendetta of his own.",,Neulovimye: Posledniy geroy
tt2151915,7.5,,Shûichi Okita,Shûichi Yoshida,¿Cambió la vida de las personas al conocer a Yonosuke?,,Yokomichi Yonosuke
tt3335610,6.9,,William Tyler,William Tyler,A look inside the minds of two students who have been bullied to the extreme.,,The Monsters
tt12053122,4.9,,Annaiah,Rajendrakumar Arya,A scientist finds a medicine for heart issues at a cheaper cost but he gets chased by the medical mafia and runs away.,,Octopus
tt14793192,,44,Max Bramley,Max Bramley,,,Punch-Up Punk
tt2219600,,,,,,,Coach Messick
tt1258972,5.4,,RZA,RZA,"A la caza de un legendario tesoro de oro, una banda de guerreros, asesinos y un pícaro soldado británico descienden a un pueblo de la China feudal, donde un humilde herrero busca defenderse a sí mismo y a sus compañeros.",95.0,The Man with the Iron Fists
tt4934884,,,Chris Olson,James Lambert,,,Drag Rats
tt7892544,,,,,,,Family Ties
tt7679916,,,,,,,Personal Belongings
tt5158734,,,George Hewer,George Hewer,"A collection of intertwined, animated sketches featuring a plethora of insects and their comedic activities.",,Insectophobia
tt32119130,,92,Matilda Savér,Matilda Savér,,,Ceremonin
tt3474788,7.2,,Tom Collins,Tom Collins,A lifeboat crew discovers millions of euros worth of drugs on a fishing boat off the coast of Ireland.,,An Bronntanas
tt1784486,4.0,,Linda Wendel,August Strindberg,"Julie, a young passionate tennis star, falls in love with her trainer. She longs for love and affirmation, but also to be able to free herself from the demands of her ambitious and bankrupt father. It all turns into a power game that she will lose control of, and that have consequences that she never could have imagined.",,Julie
tt25178686,,,,,,,The Church Boy
tt8707228,,100,Robert Dimitrov,Robert Dimitrov,"Hanan and Eli are two homeless junkies who squat in the middle of Tel Aviv. One day as they wake up they discover a dead body, and try to handle it without getting in trouble. Hanan realizes that he wants to get clean. Hanan wakes up to a reality in which Eli has been dead from an overdose.",,Rotting
tt7997674,,,,,,,Someone visited my soul
tt18289896,,,Dmitriy Parkhomchuk,Dmitriy Parkhomchuk,Two school girls help the incompetent Soviet police to catch a serial killer by being bait to catch the maniac.,,Detective U.S.S.R.
tt1961440,7.4,,Loy Arcenas,Loy Arcenas,"The Lopez-Aranza family are having hard times. The Villa Los Reyes Magos (The House of the Three Kings), their ancestral mansion which is the only remaining emblem of the past wealth and fame of the family, is slowly collapsing into a state of ruin. When former Congressman Gaspar goes into a coma, his opera elder sister Celia waits for a miracle through her grandson A... Leer todo",,Niño
tt6132766,,,,,,,Celebration of Nothing
tt28445319,,,Bryan Giuseppi Rodriguez Cambana,Laura Chauca Aguilar,"This is the third and final film in 'La Trilogia de La Mar brava.' In the summer of 2018, Miguelito, aged 17, collects unconscious bodies of desolate men.",,Qué Linda
tt31435241,,,Annie Lecours,Jonathan Laplante,,,Divergence
tt8789416,4.7,40,Sarah Lancaster,Kelly Braffet,"Raised in a decaying old Pennsylvania mansion and home schooled by their tyrannical professor father, Josie and Jack Raeburn have never had anyone but each other to depend on. Set in the 1990s.",,Josie & Jack
tt13742892,5.3,75,Youssef Chebbi,Youssef Chebbi,"Nada is a young woman leading a double life. During the daytime she's quiet and reserved, but after dark she dives into the nightlife of Tunis and picks up men.",,Black Medusa
tt22782820,,,,,,,Once upon a movie
tt4566936,,83,,,"Here is a digital-camera. It looks just normal. Take a photo of someone with it, and push the DELETE button on it. You will find something goes wrong.",,Delete
tt3838460,4.8,93,,,,,Det Korte Liv
tt3963440,,,Mekki Leeper,Mekki Leeper,MAG MELL explores the waning hours of two captive diplomats awaiting execution.,,Mag Mell
tt7254224,,,Derek Milton,Derek Milton,"After receiving his first call back, Wyatt Wilmington, an aspiring actor, is diagnosed with an unusual dubbing-disease that causes him to have someone else's voice. With time ticking before his big audition, Wyatt must find the cure and regain his original voice.",,Vocal
tt5321754,,67,Oluwadamilola .O. Oshodi,Oluwadamilola .O. Oshodi,"A 30-year-old man struggles to remain obedient to his father's last words to him, which he promised his father to obey. He lives by those words for twenty years but now he has to choose to either to face the realities of his situation or remain obedient to his father.",,Yellow
tt1653921,6.9,,Louis Garrel,Louis Garrel,"A black and white movie that shows a young tailor (Arthur) who falls for a beautiful stage actress (Marie-Julie) and thinks about quitting everything for her, including the old tailor who raised and taught him.",,Petit tailleur
tt3775296,,,Aaron Justice,Aaron Justice,"With the help of a mysterious figure, a young alcoholic/addict searches for someone he has lost.",,Someone I Know
tt6143700,,65,Michael Chinnici,Curt Mega,"In the summer of 2016, two rival schools face off as finalists in the Greater Los Angeles Regional One Act Play Competition. Minutes before curtain, both schools discover that they have each picked the same play to perform for the competition. Fearing comparison by the judges, and with no time to spare, they each scramble to reinvent their collective productions witho... Leer todo",,A Midsummer Night's Showdown
tt2236416,9.2,21,Alex Cody,Alex Cody,"In Salem 1692, upon discovering two young men's strange behavior while he is hunting in the woods, Samuel, a religious man, decides he needs to prove witchcraft must be the cause.",,Child of Fire
tt3136128,,,Joey Lamar Ashley,Joey Lamar Ashley,,,Between the Ropes
tt3558260,,44,Helena Ungaretti,Lia Kulakauskas,Felipe is forced to spend his afternoons with aunt Guta.,,De Castigo
tt31022359,,,Andrea D'Agostino,Andrea D'Agostino,"42 hours and the title of a famous film. 42 hours to take that title and alter its history and meaning. Convert everything it represents in the collective imagination, to make room for something new. Then allow us to portray the story of ""Despicable Me"", but not the one with Gru the aspiring super villain surrounded by Minions. We tell you something about Gru, the hit... Leer todo",,Deprecable Me
tt30057819,,78,Bobby Bajwa,Surinder Shinda,,,Waqt
tt2451640,5.7,,Vahid Vakilifar,Mohammad Rabbanipour,"As darkness falls a solitary motorcyclist rides through the far flung streets of Tehran. Purportedly on a mission of pest control, he is tormented by the ever present electromagnetic fields that daily raise his body temperature. In order to protect his hypersensitive body from the pervasive waves, he has concocted an aluminum jumpsuit unseen beneath abundant clothing.",,Taboor
tt21986150,,,Anthony Gabriele,Samuel Checo,"Mime and his wife Bertha live a simple, happy life until a rival, Calamity the Clown, arrives on the scene and threatens to dethrone the Mime as the town's premiere performer.",,Mime: The Calamity
tt8508142,,,Brenda Whitehall,Brenda Whitehall,"A devastating medical diagnosis forces a young woman to make a life-changing decision - risk her health, or lose her son.",,Little Oliver
tt14478740,,,Anthony J. Dixon,Anthony J. Dixon,A Cable News program is born after the Election of Donald Trump. Influenced by past Civil Rights struggles the Producers are guided by the mystic spirit of children.,109.0,Rhapsody in Justice
tt8484370,3.1,,Marc Hamill,Marc Hamill,"After witnessing the apocalypse from a research bunker in the Scottish highlands, Jack survives with only the station's AI mainframe computer ( J.I.M. ) to keep him company. When the food supplies run out 8 years later, Jack & JIM set out across the post apocalyptic wastelands to deliver an important message. Mayhem ensues as they encounter Ice Pirates, Cannibals , Cy... Leer todo",,Apocalyptic 2077
tt1961585,,80,,,,,The Platform
tt8248374,,,,,,,Red Flags
tt2714890,,95,,,,,Unbuckled
tt3020264,,,,,,,The Henchman
tt5463510,6.4,,Reza Dormishian,Reza Dormishian,"A Girl, Maryam, is attacked with Acid by Pasha, a young man who is madly in love with her.",,Lantouri
tt3509270,6.9,74,,,,,Alone with People
tt4569058,,,,,,,Fish
tt12153144,,100,R.H.Bless,Jonathan Duran,,,Cultivation
tt5272552,,,,,,,Away on a Train
tt15327090,,,Joseph Clef Aboah,Rawdrick Jnr Lartey,Till Sunset tells the story of four university graduates who after completing their National Service could not land themselves a job and hence surged out to discover and chase their individual passions in life.,,Till Sunset TV Series
tt25433482,,,Joshua Rodriguez,Joshua Rodriguez,"Peter has his inner demons. Perhaps more than most. He fights against debilitating depression and anxiety simply to attend class, to go to social gatherings, to have a conversation with the girl he likes. Is there hope for him to find self-worth?",,Doubt
tt15356644,,,Josh Stoops,Josh Stoops,A woman and her mother reminiscing over their favorite places and photographs.,,A Picture to Remember
tt10256776,,,Shailendra Sen,M. Dahek,,,Tere Ishq Mein Qurbaan
tt8439984,,67,Taylor Likens,Taylor Likens,"On Christmas Eve, a newly released prison inmate returns to find his home stripped and empty. All he can do now is pick up the phone, dial a number, and hope for the best.",,Home
tt3709628,5.9,,Gino Evans,Gino Evans,When a teenager gets on a bus her baby starts to speak to her. Is this her paranoia or the inner thoughts of others?,,Bus Baby
tt4990718,,,Kelly Stoker,Kelly Stoker,A homeless man is befriended by a desperate waitress looking for a way out of her abusive relationship.,,H
tt25724716,,,Andrew Crawford,Andrew Crawford,"Lucas learns to deal with the tragedies of life, while restoring a motorcycle with his brother.",,In Wake
tt32077316,,,Michael Rendell,Mohamed El Abed,"Childhood friends Juan and Nima meet in therapy to understand why they have grown apart. With the help of a nearly qualified therapist who mistakes them for a romantic couple, their longstanding friendship faces its ultimate test.",,"Kompis, vi måste snacka"
tt8145218,5.7,100,Tracy Kleeman,Tracy Kleeman,"As a hotel housekeeper, Sophia learns about the lives of her guests through the things they leave behind. However, when she develops a crush on a charming hotel patron on a long-term business trip, the lines between personal and professional become blurred.",,Housekeeping
tt9219850,,43,,,,,Justin and Rebecca: Living and Loving in Pittsburgh
tt9630202,,,Shane van Litsenborgh,Emma Beel,A young woman grieving her brother's death confronts the man who caused it. Together they embark on a high risk adventure,,Noah
tt12334194,,100,Anthony Muller,Marleen de Boer,,,Minder Kut
tt2296795,,,,,,,Help! and Redemption
tt27730050,,,Anderson Bardot,Anderson Bardot,"Don't fool yourself, Soldier. This country is a mirage.",,I Seek Your Help to Bury a Man
tt22055058,7.8,,Soumadeep Dasgupta,Aditya Sadhukhan,Waiting Room is nothing but a empty gloomy place where we wait between life and death. A place where everyone's fate get decided.,,Waiting Room
tt1512738,6.9,,Jay Thames,Jay Thames,"A funny, yet dramatic, in-depth look inside the subculture of professional, competitive radio control race car drivers. Carpet Racers explores the lives of the men (and women) who's love affair with RC is timeless.",83.0,Carpet Racers
tt5938506,,,Alan Wu,Alan Wu,"An aging ex-biker, ML, is forced to come to terms with his distant Asian son, Ping, when he brings him to a date at a batting cage. As tension between father and son escalates, ML must choose between his love interest and his son.",,The Cage
tt1645812,,,,,,,Noise
tt2544046,,,,,,,Stranger in Blood
tt19400420,7.0,70,Maxime Hermet,Maxime Hermet,"Tom and Ellis, 15 years old, have been friends forever. They spend their summer fishing at sea. One day, they meet Lucie who came to their village on holiday. As days go by, they grow more intimate.",,L'amie de l'été
tt3507824,,,,,,,Welcome to Prague
tt3559910,,,,,,,The Alias
tt2342411,8.2,,Gene Blalock,Gene Blalock,"With only minutes left to save her sister from ruthless captors intent on making an example, and armed only with her own fierce determination, a lone modern-day warrior marches directly into the line of fire.",,Vendetta
tt14636616,,,Hunter Goligoski,Hunter Goligoski,"A privileged young man, who is content with his life and on track for a bright future, is quickly thrust into a much different situation (being homeless and addicted to drugs) within a measly year's time.",,Birthday Boy
tt4370778,,,James Werrett,Andrew Tomazos,"Young Jayden at a birthday party, stands unenthused until a hired clown arrives, following him into the house to discover him stealing.",,Funny Bone
tt20048844,,,Rafael Lo Ouang,Nixxon Alves e Silva,,,Entre Reticências
tt5651180,,,Roman Lapshin,Roman Lapshin,Two close friends struggle with their sexuality and self identity.,,Stall
tt15386028,,85,Iván Linares,Iván Linares,A family of street musicians try to earn a living playing music on the streets of a wealthy neighborhood.,,Deaf Buildings
tt6401758,,,Tristan Chaika,Laura Ayala,,,Heart of the Dead
tt10578004,,,Andrea Banfi,Adam Adrian,,,A view from here
tt2523114,,,,,,,The Regular
tt27191956,7.2,78,Sara Harrak,Meg Salter,"What exactly are the rules in an open relationship? With no rule-book, it's down to the couple to draw their lines.",,F**KED
tt16578440,6.3,,Puttipong Nakthong,Put Puttipong Nakthong,"Inspired by the real story of the conflict between the student from four different technician colleges in the 90s, where violence can be used to build friendships and enemies at the same time.",,4 Kings
tt2674954,,,,,,,Arunodaya... A New Dawn
tt6425202,4.0,,Andrew Gale,Adam Howes,"Three survivors work together to stay alive in a post-apocalyptic world, until one discovers a mysterious relic that will change their lives forever.",,The End of All Things
tt12803692,,,,,,,The Pessimists Guide to Working from Home
tt5310898,,,Martin Hession,Martin Hession,A young man seeks to impress his friend by performing a ritual that has dark and possibly fatal consequences.,,The Chanctonbury Ring
tt18295730,6.8,,Benny L Andrews Jr.,Leah Pride,"Every year many young people arrive on college campuses in search of successful careers, dream fulfillment and a better life. College, though it's a place of promise, offers an abundance of temptation that can rob you of your dreams and intercept your future. Malik, Michelle, and Candice thought they could handle the pressure but what they will experience will change ... Leer todo",,Why Wait
tt11325698,,,Victor Postiglione,Germán De Silva,,,Espejo
tt1822276,8.4,,Ari Selinger,Ari Selinger,"It's Opening Day, but an idyllic day takes a strange turn after an encounter in an alleyway. This short film captures the rough and quiet beauty of Brooklyn, where the ghosts of past glories are never far or forgotten.",,Opening Day
tt7532956,,92,L. Ruhland,L. Ruhland,"As bizarre incidents encompass a young man's life, he narrowly escapes being deprived of his jar of lightning by a strange monolith. Now he must understand what is real and what is not within his constant sleepwalking occurrences.",,Finding the Invisible Man
tt11576128,,,Akin Sipal,Akin Sipal,"After the suicide of his terminally ill father, Erik inherits his apartment in Gelsenkirchen. In a state of loneliness and confusion he decides to take in roommates: Carla and Nicoleta. Together they develop a critical theory of society, which gradually turns out to be a castle in the air, as does the supposed friendship between the three.",,Die Festung
tt3309844,4.4,,Amit Singh,Puja Ballutia,A couple on the brink of divorce explain their separate viewpoints and reasons to their respective lawyers.,111.0,Titoo MBA
tt4507134,,100,Amaro Shake,Amaro Shake,"A man stops on a desolate road, discovering something that will change him forever.",,Thunder
tt7681040,,,Alex Berg,Alex Berg,,,Fragile Package
tt14315500,3.8,,Bartosz M. Kowalski,Bartosz M. Kowalski,"Cuando algo horrible le sucede al único superviviente de una sangrienta masacre, un inseguro policía novato debe superar sus miedos para detener la carnicería.",96.0,Nobody Sleeps in the Woods Tonight 2
tt16404572,,,Russell Jenkins,Russell Jenkins,Maisie and her family visit the beach but when her family goes missing and an unexpected visitor arrives Maisie comes to realise that the beach is a distant memory and her love for her husband has lasted a lifetime.,,Last Lullaby
tt3533820,,73,,,,,Tomorrow May Never Come
tt5939404,8.4,,Aneek Chaudhuri,Aneek Chaudhuri,"The Wife's Letter is an adaptation of Salvador Dali's artform and an amalgamation with Rabindranath Tagore's short story of the same name. Here, the protagonist named X is the personified variable in Mathematics who is suffering from schizophrenia and hence, his personality is not constant and varies. In this story, a LEAF has been considered to be a constant and X mu... Leer todo",,The Wife's Letter
tt12682760,,,Bryan Riel,Bryan Riel,"In an all-new episode of ""Lost and Found,"" we are on the search for the infamous Cayuga Monster.",,Lost and Found
tt3721992,,,Joseph Minion,Joseph Minion,"Airport 2012' chronicles an alienating partner-swapping encounter in a New Jersey motel on Election Day, 2012. Four very different characters interact in darkly comic and unsettling ways - no one ever really connects with anyone else in an activity that had been orchestrated, ironically, expressly for the purpose of connection, or at the very least sexual connection.... Leer todo",,Airport 2012
tt7574640,,31,Tim Ruzicki,John Longenbaugh,"In this short silent film, The Brass Family meet the inventor of a motion picture camera, and each family member wants a say in the future of the new medium.",,BRASS: The Kinesigraph
tt7701598,,,James Newell,Andrea Dovner,"DVD of a theatrical performance in San Miguel de Allende, Mexico. Based on the play by Edgar Lee Masters.",,Spoon River Anthology
tt5671386,,,Waid Rainey,Waid Rainey,,,Distorted Carcinoma
tt2287933,,,Collin McDowell,Collin McDowell,"Action Pose News brings you an exclusive report on Ron Ventura, the man married to the last known zombie in North America.",,My Wife is a Zombie
tt6600382,8.2,,Greg Pursino,Violetta Anna Licari,"Jacob Marley , a despised man by most , cheated and lied to gain fortune. He stepped on most people on his way to prosperity. Six people had the means and the motive to kill Jacob Marley. Through deceit, manipulation, careful planning and shear hatred , someone made it happen. But who? Created by , Head writer, Violetta Anna Licari, co-writer Teresa Scarpelli.",,Marley
tt2130161,6.0,,Alice Nellis,Liz Lochhead,"""I don't get how I can be forty-five next year, when I still don't know what I want to do when I grow up!"" The story begins with Erica's (Ivana Chýlková) forty-fourth birthday where she fails to receive the biggest bouquet of flowers she can imagine, but she does get a nice good wish card from her ex-sister-in-law (Zuzana Bydzovská) , an embarrassing message in a radi... Leer todo",,Perfect Days - I zeny maji sve dny
tt4177418,,,Elaine Wickham,Elaine Wickham,,,Gaslighting
tt30949710,,78,,,,,Rembrandt Immersive Artwork
tt5720490,5.9,,Kira Angelina,Anush Vardanyan,"At the very beginning of World War II, the tiny town of Stavrovo is at the epicenter of great history. Its location, the proximity of the front line, the railway, the intersection of several roads led to the city a large garrison of Germans. But the underground operates in the city, consisting mainly of yesterday's schoolchildren. This is the story of the confrontatio... Leer todo",,72 chasa
tt7345502,,100,Michael Svoboda,Michael Svoboda,"When a childhood friend shows up on his doorstep with a burning question, a man must face the repercussions of his online rants.",,Reply
tt1996248,,,,,,,Entropy
tt3464652,,,,,,,Nicola
tt5970666,3.6,,Luke Landis,Luke Landis,"Clara and Alex's friendship gets complicated when Clara starts wanting to be more than friends and is mystified when Alex doesn't share the sentiment. A look into teenage lust, sexuality, and loneliness.",,Pink Lemonade
tt14637796,7.9,,Abhishek Shetty,Abhishek Shetty,Story is all about showing how important friendship is for anyone and how sadistic nature kills that belief of friendship. And it neatly explained with other aspects of life as well,,Gajanana and gang
tt28298798,,,Robbi Stevens,Robbi Stevens,"It follows Grace, a university student, on her reckless path through the different stages of PTSD. The film explores the lasting impact of sexual assault and the courage it takes to overcome it.",,The Nightingale
tt14947290,,,Shyamal K. Mishra,Harsh Tyagi,,,Resham Dunkkk
tt2476890,,,,,,,Minor Swing
tt1798696,,,Joe Harris,Kelli Howard,"In the disturbing yet intoxicating short film The Lonely Sound, from director Joe Harris and creative collective Team Amstellardam, there exists a morbidly poetic tale of obsession, love, regret, and despair. One woman, hopelessly tied to the exalted memory of a lost love, struggles to walk the line between the crippling loneliness of her stark reality and a steady de... Leer todo",,The Lonely Sound
tt2302903,7.4,,,,,,The Rookie and the Runner
tt6051944,8.3,,Jeannie Donohoe,Jeannie Donohoe,A new kid in town tests the limits at the high school basketball tryouts.,,Game
tt3429832,6.3,,Robert Kouba,Robert Kouba,A schizophrenic researcher tries to create a perfect clone of himself in an experiment where he subjects his clone to reality altering mazes.,,Conscientia
tt1765913,7.2,,Nick Wells,Joshua Bovinette,"A musical comedy covering three decades in the life of Sage Negadeth, an encyclopedic headbanging hero determined to form the heaviest band of his scene. Everything seems to work out as he forms a thrash band with his best friend and two Nigerian exchange students. When a school counselor threatens institutionalization, the Nigerians are deported and he's still stuck ... Leer todo",,Metal Messiah
tt4380556,,,,,,,Help Me!
tt10499244,,100,,,,,Whistleblower
tt26440742,,100,Ali Gumzak,Shehu Hassan,,,Taqaddama
tt2404347,,,,,,,Rage
tt11281172,4.8,,Yann Labry,Marieluise Labry,"Anne, a twenty-something student, enjoys a slow, summery day in Leipzig. While strolling through her neighbourhood she has several encounters with a stranger. At the end of the day she can't help but ask: ""Do I know you?""",,Kennen wir uns?
tt6863676,,,Christopher Longoria,Christopher Longoria,,,Loss
tt7624664,,,Xavier Franchomme,Xavier Franchomme,"Joël, an ex-con living in a RV, seeks to ignore his past: by day, shearing sheep, and by night, honoring the swearing he made to his late wife not to drink again. Until the moment when Franck, his only friend, is involved in a dirty trick.",,Caravane
tt10374222,,,,,,,Blue
tt3726132,,59,Hannah Moon,Robin Geradts Gill,Megan's got what she thought she wanted - a hot surfer boyfriend and a chance to reinvent herself over the summer. But who's the weird kid who keeps crashing her party? And how long can she get away with ignoring him?,,Dario
tt2439330,,,Jason K. Lau,Jason K. Lau,"When JAG Officer Tracy Owens interrogates Ranger Nick Ladue for his horrendous war crimes in Afghanistan, Owens finds out much more than she bargained for.",,Article 32
tt1979369,,,Sven Lindahl Ranelf,,"The descendants of Genghis Khan face some of the fastest social and economic change seen in any nation today. The Mongolian Dream gives an intimate view into how these changes are experienced in the lives of five very different individuals. Spanning over ten years time, from remote steppes to cities on the American shore, this story explores cultural identity at a per... Leer todo",,The Mongolian Dream
tt2650758,,,,,,,Pop!
tt30810790,,90,,,,,Hakki
tt8480140,,83,,,,,Terror on wheels
